ID,domain,keyword,keyword-model,cause,long_term_interval,long_term_effect,defeater_time_interval,defeater,supporter
5345,health,otolaryngology,chatgpt,Bill has several ear infections.,"Years later,",Bill ignored the advice from his doctor and has suffered permanent hearing loss.,"Months later,",He thoroughly took his medications and become well,He's stubborn and follows his friend's advice
7867,entertainment,variety show,chatgpt,People no longer thought the variety show was entertaining,"Months later,",The show got cancelled due to poor sales,"Weeks later,",The show now realizes that it has come to the end of the road and ends it.,The show tries to stay afloat and take the stage.
1454,health,none,none,Boris starts drinking beer every other day,"Years later,",Boris finds out he has a severe liver disease,"Weeks later,",Boris cuts back and drinks one beer a week.,Boris drinks beer every day.
1389,environment,none,none,Forests fires destroy many acres of forest cover.,"Months later,",The number of animals in the orphanage rises.,"Weeks later,",The animals have relocated to a nearby wooded area.,Forests are a prime environment for animals to use as a habitat.
2227,scitech,Natural Language Processing,gpt3,Engineers begin working on AI with natural language processing capabilities.,"Years later,",Customers can't tell if the customer service representative they're talking to on the phone is a computer or a person.,"Months later,",The engineers realize the public easily tells the difference between the ai and people so they give up.,The engineers create the ai well enough to fool customers into thinking the ai is human.
9030,Environment,atmosphere,chatgpt,It's been snowing daily,"Months later,",The weather becomes so cold and the homeless people suffers a lot,"Weeks later,",The weather is very favorable,The weather isn't favorable to all
6685,education,homeschooling,gpt3,Erin learns everything she knows from homeschooling.,"Years later,",Erin is in for a cold adjustment when she goes to college.,"Months later,",Erin gets a mentor who answers all of her questions about college.,It is not possible for a homeschooled student to be well prepared for college.
4635,education,literature,gpt3,He read all of the books on the English teacher's recommended list.,"Years later,",He advanced to be a writer of promise.,"Months later,",He suffered from such severe writer's block that he gave up on writing.,He was inspired by the books he read to write his own.
7043,environment,snow,chatgpt,Global warming starts changing the weather.,"Decades later,",It stops snowing in an area where it used to snow.,"Weeks later,",Global warming stops.,The weather continues to change.
7968,travel,walking tour,chatgpt,Lydia went on a walking tour of castles while traveling through England.,"Months later,",Lydia acquired a life long love of british history and became more informed about castles.,"Minutes later,",Lydia decided to leave the tour.,Lydia liked the tour.
6449,work,job qualifications,gpt3,Sandra did not have the job qualifications to get the promotion she wanted.,"Months later,",Sandra enrolled in online courses to improve her career opportunities.,"Weeks later,",she is not in need of any further qualification,"because of her limited qualification, she needs to get additional qualification to get the job"
9395,Health,physician,chatgpt,Hannah graduates from medical school and becomes a physician.,"Decades later,","Hannah retires as a beloved physician, having treated thousands of patients.","Years later,","Hannah retires from her medical work early, due to her own health issues.",Hannah starts treating live patients.
8129,Business,venture,gpt3,The bank financed new ventures.,"Years later,",Many innovative ideas came to the market.,"Months later,",They suffered loss and couldn't work hard to attract people,They worked hard and attracted lots of people
2546,politics,economic,gpt3,Dave loved his college class on economic fluctuations.,"Years later,",He ran for congress on a platform of understanding economic principles.,"Days later,",Dave was bad at school.,Dave was good at school.
3154,business,investment,chatgpt,john started a new business so he want to raising their investments,"Months later,",john introducing a shares,"Weeks later,",The business was deemed a big failure.,Successful companies can sell stocks.
2273,scitech,Signal Processing,gpt3,The company introduced signal processing.,"Months later,",Productivity in the company had greatly improved.,"Weeks later,",The company showed no productivity increases since their productivity levels were high to begin with.,The company's productivity was low to start with and needed to be improved.
7171,business,business downturn,chatgpt,Tim's restaurant gets really slow.,"Months later,",Tim has to close his business because of no sales.,"Days later,",Tim's restaurant is full of customers.,Tim's business will not pick up again.
