ID,cause,assumption,ID_old,domain,keyword,long_term_interval,defeater,defeater_time_interval,long_term_effect
6822-1,Ellis goes out for a night of karaoke with friends.,Ellis is a bad singer.,6822,entertainment,karaoke,"Months later,",Ellis's friends are impressed with his singing ability.,"Hours later,",Ellis still feels embarrassed by how bad his singing at karaoke night was.
6822-2,Ellis goes out for a night of karaoke with friends.,Ellis sings poorly at karaoke.,6822,entertainment,karaoke,"Months later,",His friends sing even more poorly.,"Seconds later,",Ellis still feels embarrassed by how bad his singing at karaoke night was.
6822-3,Ellis goes out for a night of karaoke with friends.,Ellis sings songs at the karaoke bar.,6822,entertainment,karaoke,"Months later,",Ellis is to shy to sing Karaoke.,"Minutes later,",Ellis still feels embarrassed by how bad his singing at karaoke night was.
6825-1,The old man is famous for his unique painting,The old man's painting is sought after.,6825,entertainment,painting,"Months later,",Art critics realize the painting is just a duplicate of another painting by another artist.,"Days later,","After his death, his last painting sold for millions of USD"
6825-2,The old man is famous for his unique painting,The old man's paintings are unique in a way that makes them desirable to art collectors.,6825,entertainment,painting,"Months later,","People are still talking about how he ruined an old master by trying to ""fix"" it.","Days later,","After his death, his last painting sold for millions of USD"
6825-3,The old man is famous for his unique painting,The old man is known as the inventor of a new technique with this abstract painting.,6825,entertainment,painting,"Months later,",This abstract painting of hhe old man was lost in a fire the night before the auction day.,"Weeks later,","After his death, his last painting sold for millions of USD"
6830-1,Genna tries out for many different game shows.,Genna starts out strong in her tryout.,6830,entertainment,shows,"Months later,",Genna botches her tryout by laughing uncontrollably at the end.,"Minutes later,",Genna lands a spot on a new game show.
6830-2,Genna tries out for many different game shows.,Genna's performance during tryouts is impressive.,6830,entertainment,shows,"Months later,",Genna gets into a heated fight with a game show producer.,"Days later,",Genna lands a spot on a new game show.
6830-3,Genna tries out for many different game shows.,Henna gets invited to a game show.,6830,entertainment,shows,"Months later,",Jenna can’t seem to get invited to any game shows.,"Weeks later,",Genna lands a spot on a new game show.
6835-1,Julia went to ballet class three times a week as a child.,Going to a dance class often will make one a good dancer.,6835,entertainment,ballet,"Years later,",Julia was burnt out on ballet and decided to do soccer instead.,"Months later,",She landed the lead role in Swan Lake.
6835-2,Julia went to ballet class three times a week as a child.,Julia kept up with ballet over time.,6835,entertainment,ballet,"Years later,",Julia got bored of ballet and quit.,"Months later,",She landed the lead role in Swan Lake.
6835-3,Julia went to ballet class three times a week as a child.,Julia stayed healthy enough in ballet.,6835,entertainment,ballet,"Years later,",Julia sprained her ankle severely which took her out of dance for weeks.,"Weeks later,",She landed the lead role in Swan Lake.
6843-1,The list of directors was announced for best director and a popular candidate was snubbed,The director will not be discouraged by being snubbed.,6843,entertainment,directors,"Years later,",The director decides to retire from the film industry.,"Months later,","Motivated by this snub, they go on to make a stellar movie"
6843-2,The list of directors was announced for best director and a popular candidate was snubbed,The candidate wanted to prove the snub was an error.,6843,entertainment,directors,"Years later,",The candidate felt totally disillusioned by their career.,"Days later,","Motivated by this snub, they go on to make a stellar movie"
6843-3,The list of directors was announced for best director and a popular candidate was snubbed,The popular candidate continues to stay in the industry.,6843,entertainment,directors,"Years later,",The candidate quits the industry in protest.,"Months later,","Motivated by this snub, they go on to make a stellar movie"
